label,summary,paragraph
"7","09/10赛季NFL常规赛收官 12队锁定季后赛席位","2009/2010赛季NFL常规赛本周落幕，12支球队最终锁定了季后赛席位，今天凌晨开始上演的外卡战，预示着季后赛大幕的正式拉开。NFL将通过直播、录播以及点播的形式对季后赛战况进行全面报道，让中国的球迷尽情享受季后赛的饕餮盛宴。"
"7","09中国杯今扬帆大亚湾 各方名队名将齐聚一堂","金秋十月，美丽的深圳大亚湾海域将又一次迎来一年一度的盛事——2009中国杯帆船赛。今天，该赛事的首场比赛——辛普森港深拉力赛将在香港游艇会开赛，并正式拉开本届中国杯帆船赛的序幕。"
"4","09中国证券市场十大新闻:创业板火暴亮相创纪录","2009年中国证券市场十大新闻"
"6","09十大卖座明星出炉 桑德拉夺魁皮特夫妇惨败","某著名调查公司主办的2009年十大卖座明星出炉，桑德拉·布洛克成为该榜单第一名，她是继1999年茱莉亚·罗伯茨夺得该榜单第一名后再登榜首的女影星，她也是该榜单78年历史上的第18个获得第一名的女影星，在2009年，她共有3部电影上映，分别是《弱点》、《求婚》和《关于史蒂夫的一切》。"
"4","09届毕业生调查:挣得少花得多 97%遭遇职场问题","入职半年多，97%的2009届毕业生都遭遇了职场问题。因“经济压力太大”而离职的比例最高。其主要原因是他们没管好自己的“钱袋子”。"
"2","09年两岸经济正常化制度化机制化 扩领域升层次","中新网1月13日电  国台办发言人杨毅在13日例行记者会上介绍了2009年两岸经济的情况和2010年的情况。杨毅说，2009年，在两岸共同推动下，两岸全面直接双向“三通”得以实现，两岸经济关系加快走向正常化、制度化和机制化，两岸经济交流合作领域扩大、层次提升，呈现出崭新的局面。"
"7","09年中国体育健儿硕果累累 共获142个世界冠军","中新网12月31日电 国家体育总局今日公布，2009年中国体育健儿在世界锦标赛和世界杯总决赛中共获得142个世界冠军，并且创造了21项世界纪录。"
"7","09年中超实行五外援制 各俱乐部反对声大于赞成","12月29日晚，中国足协注册办终于下发了《关于2009年国内外运动员转会事宜的通知》。之前曾被曝光的中超外援实行“3+1”新政策赫然在列，成为这份通知的头号焦点。"
"4","09年全球经济能走出危机？专家指中国将好于预期","国际金融危机正处在一个怎样的阶段？何时见底？今年全球经济形势会怎样？如何评价当前各国的经济救助措施？哪些经济体将可能率先迈出经济复苏的步伐？近日，本报记者就这些问题采访了3位国际知名经济学家，请他们分析——"
"1","09年前11月纪检机关处分106626人 严查多个大案","中新网1月8日电 中央纪委副书记李玉赋在1月8日中央纪委监察部召开的新闻通气会上，通报了2009年党风廉政建设和反腐败工作的情况。他指出，在党中央、国务院的坚强领导下，各级纪检监察机关认真贯彻落实党的十七大和十七届三中、四中全会精神，严肃查处了一批重大违纪违法案件，有力地推动了党风廉政建设和反腐败斗争深入开展。"
"6","09年央视春晚总导演竞标开始 郎昆再榜上有名","央视在动用全台力量转播奥运的同时，2009年央视春节晚会也开始悄悄筹备。昨日记者获悉，明年春晚总导演的竞标工作已经展开，8月11日开始呈交竞标书。在参与竞标的导演中，郎昆的名字格外醒目，他曾于2005、2006年连续2年担任春晚总导演，此外还有夏岛、芙英、王炳森、王宪生等春晚“熟客”。记者从知情人处得知，参与总导演竞标的“选手”都将为奥运会获得金牌的选手设有一席之地。"
"2","09年投资额近十亿美元 香港成宁波最大外资来源地","中新网宁波1月31日电(见习记者 沈文剑)记者今天从浙江省宁波市工商管理局获悉，去年香港继续成为该市最大的外资来源地，投资总额为九点三二亿美元，占全年引进外资总额的百分之七十六。"
"1","09年春运启动当日各地查处交通违法行为4713起","中新网1月12日电 来自公安部交通管理局的消息说，据不完全统计，2009年春运启动日当天，各地公安交通管理部门查处各类交通违法行为4713起。"
"5","09年流行乐坛：演出虚热草根走红 选秀几成鸡肋","2009年，迈克尔·杰克逊骤然离世让全球歌迷哭泣；2009年，几乎所有的歌手都在感叹着唱片市场的没落，而很多人又在数字音乐上赚了大钱；2009年，上海的演唱会市场火到了令记者应接不暇的地步，但不少演唱会赔钱；2009年，选秀节目继续失去观众，依靠曾轶可这样“野路子”的出现维持着话题。年终盘点流行音乐，有人欢喜有人愁。"
